Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-2.txt,2014,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the DirectorGeneral.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-2.txt,2014,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the DirectorGeneral.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-9.txt,2014,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.       ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-9.txt,2014,Compensatory Water Supply,and Infrastructure The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-2.txt,2014,Baseflow Offsets, The Proponent shall offset the loss of any baseflow to the surrounding watercourses andor associated creeks caused by the project to the satisfaction of the Secretary.  ,2,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-2.txt,2014,Compensatory Water Supply, The Proponent shall provide compensatory water supply to any landowner of privatelyowned land whose water entitlements are adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-2.txt,2014,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/DA300-9-2002-i-Mod-6.txt,2014,Independent Review of Groundwater Model, By 30 June 2014 the Applicant shall submit an independent expert review of the groundwater model for the development to the DirectorGeneral. ,3,0.95
/home/admin/dockers/masters/data/pdfminer/search/DA300-9-2002-i-Mod-6.txt,2014,Independent Review of Groundwater Model,This review must be carried out in consultation with NOW and assess the consistency of the model with the requirements of the Australian Groundwater Modelling Guidelines. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA300-9-2002-i-Mod-6.txt,2014,Water Management Plan, The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Site Water Management Plan, The Proponent shall prepare and implement a Site Water Management Plan for the project to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Site Water Management Plan, a Surface and Ground Water Response Plan.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Cumbo Creek Relocation Plan, The Cumbo Creek Relocation Plan must include a a vision statement for the creek relocation b an assessment of the water quality ecological hydrological and geomorphic baseline conditions in Cumbo Creek c the detailed design and specifications for the creek relocation d a construction program for the creek relocation describing how the work would be staged and integrated with mining operations e a revegetation program for the relocated creek using a range of suitable native species f water quality ecological hydrological and geomorphic performance and completion criteria for the creek relocation based on the assessment of baseline conditions and g a program to monitor and maintain the water quality ecological hydrological and geomorphic integrity of the creek relocation.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Site Water Balance, reporting procedures and b describe measures to minimise water use by the project.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of the Department of Housings Managing Urban Stormwater Soils and Construction manual b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for the transport of sediment to downstream waters d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Groundwater Monitoring, the groundwater pressure response in the surrounding coal measures. ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Groundwater Monitoring,e procedures for the verification of the groundwater model and f reporting procedures for the results of the monitoring program and model verification.   ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Surface and Ground Water Response Plan, The Surface and Ground Water Response Plan must include a a protocol for the investigation notification and mitigation of any exceedances of the surface water stream health and groundwater impact assessment criteria b measures to mitigate andor compensate potentially affected landowners with privately owned groundwater bores within the predicted drawdown impact zone identified in the EA including provision of alternative long term supply of water to the affected landowner that is equivalent to the loss attributed to the project c measures to mitigate andor compensate potentially affected landowners for the loss of surface water flows in Wilpinjong Creek downstream of the open cut d measures to minimise prevent or offset groundwater leakage from the Wilpinjong Creek alluvial aquifer if the rate of leakage exceeds EA predictions  e measures to mitigate any direct hydraulic connection between the backfilled open cut and the Wilpinjong Creek and Cumbo Creek alluvium if the potential for adverse impacts is detected and f the procedures that would be followed if any unforeseen impacts are detected during the project.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Surface and Ground Water Response Plan,Within 6 months of the Independent Environmental Audit see condition 7 in schedule 5 the Proponent shall update the Site Water Management Plan to the satisfaction of the DirectorGeneral.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-2.txt,2014,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the DirectorGeneral.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-2.txt,2014,Water Management Plan,This plan must be prepared in consultation with OEH NOW and Namoi CMA by suitably qualified and experienced persons whose appointment has been approved by the DirectorGeneral and be submitted to the DirectorGeneral for approval prior to the commencement of construction.   ,3,0.357
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Water Management Plan,This plan must be prepared in consultation with OEH NOW Namoi CMA and the CCC by suitably qualified and experienced persons whose appointment has been approved by the DirectorGeneral and be submitted to the DirectorGeneral for approval within 6 months of the date of this approval.   ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-9.txt,2014,Water Management Plan,The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/SSD-4962.txt,2014,Water Management Plan, The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/SSD-4962.txt,2014,Water Management Plan,This plan must be prepared in consultation with NOW and the EPA by suitably qualified and experienced persons and submitted to the DirectorGeneral for approval prior to commencement of construction of the New PitTop. ,3,0.357
/home/admin/dockers/masters/data/pdfminer/search/MP09_0062-Mod-1.txt,2014,Site Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the Mt Arthur mine complex to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP09_0062-Mod-1.txt,2014,Site Water Management Plan, Surface and Ground Water Response Plan.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP10_0046-Mod-3.txt,2014,Surface Facilities Water Management Plan, The Proponent shall prepare and implement a Surface Facilities Water Management Plan for the surface facilities areas to the satisfaction of the DirectorGeneral.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0046-Mod-3.txt,2014,Surface Facilities Water Management Plan,This plan must a be prepared in consultation with OEH NOW DRE and WCC by suitably qualified and experienced persons whose appointment has been approved by the DirectorGeneral  b be submitted for approval to the DirectorGeneral within 6 months of this approval and c include  a Site Water Balance and  an Erosion and Sediment Control Plan.  ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP10_0046-Mod-3.txt,2014,Water Management Plan, The Proponent shall prepare and implement a Surface Facilities Water Management Plan for the surface facilities areas to the satisfaction of the DirectorGeneral.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0046-Mod-3.txt,2014,Water Management Plan,This plan must a be prepared in consultation with OEH NOW DRE and WCC by suitably qualified and experienced persons whose appointment has been approved by the DirectorGeneral  b be submitted for approval to the DirectorGeneral within 6 months of this approval and c include  a Site Water Balance and  an Erosion and Sediment Control Plan.  ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP06_0021-Mod-4.txt,2014,Site Water Management Plan, The Proponent shall prepare and following approval implement a Site Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.2565
/home/admin/dockers/masters/data/pdfminer/search/MP06_0021-Mod-4.txt,2014,Site Water Management Plan,The Plan shall be prepared in consultation with EPA and SCA and be submitted to the Secretary within 12 months of the date of this approval.  ,3,0.57
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-6.txt,2014,Site Water Management Plan, The Proponent shall prepare and implement a Site Water Management Plan for the project to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-6.txt,2014,Cumbo Creek Relocation Plan, The Cumbo Creek Relocation Plan must include a a vision statement for the creek relocation b an assessment of the water quality ecological hydrological and geomorphic baseline conditions in Cumbo Creek c the detailed design and specifications for the creek relocation d a construction program for the creek relocation describing how the work would be staged and integrated with mining operations e a revegetation program for the relocated creek using a range of suitable native species f water quality ecological hydrological and geomorphic performance and completion criteria for the creek relocation based on the assessment of baseline conditions and g a program to monitor and maintain the water quality ecological hydrological and geomorphic integrity of the creek relocation.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-6.txt,2014,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of the Department of Housings Managing Urban Stormwater Soils and Construction manual b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for the transport of sediment to downstream waters d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-6.txt,2014,Surface and Ground Water Response Plan, The Surface and Ground Water Response Plan must include a a protocol for the investigation notification and mitigation of any exceedances of the surface water stream health and groundwater impact assessment criteria b measures to mitigate andor compensate potentially affected landowners with privately owned groundwater bores within the predicted drawdown impact zone identified in the EA including provision of alternative long term supply of water to the affected landowner that is equivalent to the loss attributed to the project c measures to mitigate andor compensate potentially affected landowners for the loss of surface water flows in Wilpinjong Creek downstream of the open cut d measures to minimise prevent or offset groundwater leakage from the Wilpinjong Creek alluvial aquifer if the rate of leakage exceeds EA predictions  e measures to mitigate any direct hydraulic connection between the backfilled open cut and the Wilpinjong Creek and Cumbo Creek alluvium if the potential for adverse impacts is detected and f the procedures that would be followed if any unforeseen impacts are detected during the project.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-6.txt,2014,Surface and Ground Water Response Plan,Within 6 months of the Independent Environmental Audit see condition 7 in schedule 5 the Proponent shall update the Site Water Management Plan to the satisfaction of the DirectorGeneral.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-2.txt,2014,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-2.txt,2014,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of Managing Urban Stormwater Soils and Construction Landcom 2004 or its latest version b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for transport of sediment from the site d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to monitor and maintain the structures over time. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-2.txt,2014,Erosion and Sediment Control,Surface Water Monitoring Program  The Surface Water Monitoring Plan must include a detailed baseline data on surface water flows and quality in creeks and other waterbodies that could be affected by the project b surface water impact assessment criteria c a program to monitor the impact of the project on surface water flows and quality and d procedures for reporting the results of this monitoring.    ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-2.txt,2014,Groundwater Monitoring Program, The Groundwater Monitoring Program must include a detailed baseline data to benchmark the natural variation in groundwater levels yield and quality b groundwater impact assessment criteria c a program to monitor the impact of the project on groundwater levels yield and quality and  d procedures for reporting the results of this monitoring.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-5.txt,2014,Desalination Unit, Prior to the construction of the desalination unit the Applicant shall conduct investigations and identify options concerning the most appropriate method for the treatment andor disposal of brine to the satisfaction of the DirectorGeneral DWE and DECC.   ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-5.txt,2014,Water Management Plan, The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-5.txt,2014,Water Management Plan,This Plan must be submitted to the DirectorGeneral by January 2008 and must include a a site water balance b an Erosion and Sediment Control Plan c a Surface Water Monitoring Program  d a Ground Water Monitoring Program and    e a Surface and Ground Water Response Plan to address any potential adverse impacts associated with the development.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-5.txt,2014,Erosion and Sediment Control, The Applicant shall implement a range of standard erosion and sediment controls at the development in general accordance with the requirements of the Department of Housings Managing Urban Stormwater Soils and Construction manual.  ,3,0.855
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-5.txt,2014,Surface Water Monitoring, The Surface Water Management and Monitoring Plan must include a detailed baseline data on surface water flows and quality in creeks and other waterbodies that could be affected by the development b surface water impact assessment criteria c a program to monitor the impact of the development on surface water flows and quality  d procedures for reporting the results of this monitoring.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-5.txt,2014,Groundwater Monitoring, The Applicant shall regularly monitor  a the volume of groundwater seeping into the open cut mine workings b regional groundwater levels and quality in the surrounding aquifers  c the groundwater pressure response in the surrounding coal measures and d report the results of this monitoring in the AEMR to the satisfaction of the DirectorGeneral.   ,3,0.29925
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960.txt,2014,Water Management Plan, The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960.txt,2014,Water Management Plan, a plan to respond to any exceedances of the groundwater assessment criteria.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-2.txt,2014,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the Ravensworth mine complex to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA300-9-2002-i-Mod-6.txt,2014,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/DA300-9-2002-i-Mod-6.txt,2014,Transfer of Water, During the development the Applicant may transfer water to and receive water from the Redbank Power Station and Lemington and Mount Thorley Mines.  ,4,0
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-5.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its licensed water entitlements to the satisfaction of the DirectorGeneral.  ,4,0.0961875
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-2.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the DirectorGeneral.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the DirectorGeneral.       ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Flood impacts Boggabri Rail Spur Line and Haul Road, The rail spur line rail spur bridges and any upgrade to the haul road must be designed and constructed to minimise impacts on flooding. ,4,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-3.txt,2014,Flood impacts Boggabri Rail Spur Line and Haul Road,Prior to construction of the rail spur line or any upgrades to the haul road the Proponent shall undertake a flood assessment of the detailed design to confirm there would be minimal impacts as predicted in the EA.   ,4,0.665
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-9.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-9.txt,2014,Water Management Performance Measures,The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/SSD-4962.txt,2014,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the DirectorGeneral.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0062-Mod-1.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0062-Mod-1.txt,2014,Hunter River and Saddlers Creek Alluvials, The Proponent shall not undertake any open cut mining operations within 150 metres of the Hunter River alluvials and Saddlers Creek alluvials that has not been granted approval under previous consentsapprovals for Mt Arthur mine complex without the prior written approval of the Secretary.  ,4,0.4845
/home/admin/dockers/masters/data/pdfminer/search/MP09_0062-Mod-1.txt,2014,Hunter River and Saddlers Creek Alluvials,In seeking this approval the Proponent shall demonstrate to the satisfaction of the Secretary in consultation with NOW that adequate safeguards have been incorporated into the Surface and Ground Water Response Plan see condition 34 below to minimise prevent or offset groundwater leakage from the alluvial aquifers.  ,4,0.2565
/home/admin/dockers/masters/data/pdfminer/search/MP06_0021-Mod-4.txt,2014,Water Resource Impacts, The Proponent shall ensure that the project does not result in any significant a reduction in pumping yield in privatelyowned groundwater bores b reduction in surface flows and groundwater baseflow to upland swamps Newnes Plateau Shrub Swamps and wetlands and c reduction in surface flows and groundwater baseflow to waterbodies including Kangaroo Creek Wolgan River Lambs Creek and Coxs River to the satisfaction of the Secretary.  ,4,0.29925
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-6.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its licensed water entitlements to the satisfaction of the DirectorGeneral.  ,4,0.0961875
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960.txt,2014,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960.txt,2014,Water Transfers, The Applicant may receive water from and transfer water to the Mt Thorley mine.   ,4,0
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960.txt,2014,Water Management Performance Measures,   The Applicant shall comply with the performance measures in Table 8 to the satisfaction of the Secretary.  ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-2.txt,2014,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-2.txt,2014,Emu Creek and Bayswater Creek Diversions, The Proponent shall a carry out the diversion of Emu Creek to the satisfaction of the Secretary  b submit an asexecuted report to the Secretary and NOW certified by a practising engineer confirming that the Emu Creek diversion is sufficiently hydraulically and geomorphologically stable prior to commissioning the diversion c reinstate Emu Creek generally in accordance with the concept design outlined in the EA as depicted in the figure in Appendix 7 and minimising net loss of stream length as soon as practicable following mining and rehabilitation in the applicable area to the satisfaction of the Secretary d rehabilitate and revegetate the Bayswater Creek diversion to provide a hydraulically and geomorphically stable stream as soon as practicable following mining and rehabilitation in the applicable area to the satisfaction of the Secretary and e submit asexecuted reports to the Secretary and NOW certified by a practising engineer confirming that the reinstatedrehabilitated Emu Creek and Bayswater Creek are sufficiently hydraulically and geomorphologically stable prior to commissioning the reinstatedrehabilitated creeks.  ,4,0.0114463125
/home/admin/dockers/masters/data/pdfminer/search/DA21193-Mod-5.txt,2014,Compensatory Water Supply, The Applicant shall provide compensatory water supply to any landowner of privately owned land whose water entitlements are adversely and directly impacted other than an impact that is negligible as a result of the development in consultation with NOW and to the satisfaction of the Secretary.   ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/DA21193-Mod-5.txt,2014,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the development.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/DA21193-Mod-5.txt,2014,Water Management Plan, The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA21193-Mod-5.txt,2014,Water Management Plan,This plan must be prepared in consultation with EPA NOW NSW Trade  Investment and Council and be submitted to the Secretary for approval by the end of February The plan must include a a Site Water Balance which must a. ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/DA21193-Mod-5.txt,2014,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available supply of water to the satisfaction of the Secretary.   ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-3.txt,2015,Water Pollution,Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-3.txt,2015,Water Pollution,Water Management Performance Measures The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135.txt,2015,Water Pollution,Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135.txt,2015,Water Pollution,Water Management Performance Measures The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP09_0178-Mod-1.txt,2015,Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP09_0178-Mod-1.txt,2015,Ben Bullen Creek, The Proponent shall restore Ben Bullen Creek to the satisfaction of the Secretary in general accordance with the Ben Bullen Creek Natural Channel Design and Restoration Plan.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-2.txt,2015,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP10_0080-Mod-1.txt,2015,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-4.txt,2015,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/DA60-03-2001-Mod-7.txt,2015,Discharges, The Applicant shall ensure all surface water discharges from the surface facilities a meet the relevant ANZECC water quality objectives for the protection of aquatic ecosystems and water quality of existing receiving waters and b comply with the discharge limits both volume and quality set for the development in any EPL.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0150-Mod-1.txt,2015,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site including from the Brennans Creek Dam comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-10.txt,2015,Water Pollution,Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-10.txt,2015,Water Pollution,Water Management Performance Measures The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/SSD-4966.txt,2015,Water Pollution, Unless an EPL authorises otherwise the Applicant shall comply with Section 120 of the POEO Act.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-1.txt,2015,Water Pollution, Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.        ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-1.txt,2015,Water Pollution,Water Management Performance Measures  The Proponent shall comply with the performance measures in Table 14 to the satisfaction of the Secretary.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-11.txt,2015,Water Pollution,Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-11.txt,2015,Water Pollution,Water Management Performance Measures The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP10_0015-Mod-2.txt,2015,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-4.txt,2015,Discharges, Except as may be expressly provided for by an EPL the Proponent shall not discharge any waters from the disturbed areas of the site. ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-4.txt,2015,Discharges,However raffinate from the water conditioning plant may be transferred to water users in accordance with an approved Water Management Plan see below. ,1,0.378
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-4.txt,2015,Brine Storage Ponds, The Proponent shall ensure that the integrity of the low permeability layers lining the brine storage ponds is maintained and achieves a permeability of less than 1x10 14 ms whenever these storage ponds are in use.  ,1,0.95
/home/admin/dockers/masters/data/pdfminer/search/SSD-5145.txt,2015,Water Pollution, Unless an EPL authorises otherwise the Applicant shall comply with Section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5145.txt,2015,Water Pollution,The Applicant shall implement all reasonable and feasible measures to reduce water pollution associated with the discharge of minewater particularly salinity and dissolved or suspended metals associated with groundwater pumped from underground mine workings required to comply with any EPL applying to the development.   ,1,0.21375
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144.txt,2015,Water Pollution,Unless an EPL authorises otherwise the Applicant shall comply with Section 120 of the POEO Act.,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144.txt,2015,Water Pollution,The Applicant shall implement all reasonable and feasible measures to reduce water pollution associatedwith the discharge of minewater particularly salinity and dissolved or suspended metals associated withgroundwater pumped from underground mine workings required to comply with any EPL applying to thedevelopment.  ,1,0.21375
